w_geocode,h_geocode,count
39045033000,39049009311,3
39049001121,39097040500,54
39049007550,39049008825,18
39049007534,39049006391,1
39049010300,39049007424,8
39049008730,39049009373,23
39049002300,39049005610,5
39049001400,39049006394,4
39049006923,39049006391,1
39049001400,39049007394,6
39049001200,39049008322,4
39049007113,39097040500,1
39049005620,39049000920,1
39049001820,39049004200,1
39049007812,39049008330,2
39049007424,39049006944,3
39049007512,39049002510,5
39049005300,39049009311,14
39049008812,39049008730,3
39049006722,39049008230,1
39049001810,39097041100,1
39049008821,39049007941,4
39049009325,39049008400,6
39049001400,39049010602,3
39049000500,39049001200,7
39049003600,39049002300,2
39049007394,39049001820,5
39049007531,39049009337,2
39049008210,39049000920,12
39049010602,39049007931,14
39049006395,39097040102,4
39049007532,39049007113,3
39049006000,39049008132,3
39049006931,39041011561,11
39049006821,39049006932,5
39049005900,39049006353,1
39049009312,39049007424,1
39049001122,39049002520,5
39049006372,39049009332,1
39049002300,39049010100,1
39049005820,39049001500,1
39049007534,39049006352,1
39049000330,39049000710,9
39049003600,39049001500,1
39049006933,39049006394,2
39049002200,39049009332,1
39049006330,39049007534,2
39049007115,39049000210,2
39049001600,39049000710,1
39049006932,39049009340,3
39097040400,39045033000,2
39049005410,39049000730,1
39049004500,39049010300,5
39041011561,39049009332,1
39049005700,39049008163,2
39041012400,39049002000,43
39049002900,39049009381,2
39049009361,39049004820,5
39049008210,39049009361,14
39049005700,39049007113,7
39049007199,39049006722,4
39049010100,39049009520,29
39049002760,39049006396,2
39049006822,39049004810,1
39049008242,39049000330,1
39045033000,39049007721,2
39049005300,39049007047,17
39049006944,39049009372,5
39049007820,39049007043,18
39049007394,39049009326,1
39049007041,39049009372,4
39041011540,39049007113,5
39049007205,39049000920,5
39049007931,39049000220,10
39041012400,39049005100,9
39049002780,39049000120,4
39049009250,39049009325,11
39049006351,39049010602,5
39049010700,39049000210,2
39049008311,39049007721,1
39049006396,39049005500,7
39049006351,39049000810,9
39049009520,39049006932,6
39049000600,39049009752,2
39049000720,39049005810,1
39049008400,39049006410,26
39049008380,39049006310,1
39049008330,39049008120,2
39049007550,39049000600,23
39049008500,39049006393,19
39049004610,39049006944,1
39049008710,39049008242,3
39049007114,39049006921,25
39049009323,39049006932,1
39049006100,39049008720,9
39049009250,39049009322,5
39049006391,39049006395,5
39049002300,39049000820,6
39049002300,39049007047,1
39049007931,39049004900,7
39049004810,39049004500,1
39049007811,39049009000,3
39049001700,39041011760,8
39049006931,39049006950,5
39049008311,39049008230,7
39049006944,39049006933,8
39049008360,39049007811,1
39049001810,39049008312,1
39049008330,39049005500,2
39049010000,39049004620,1
39049006351,39049005610,2
39049009334,39049009334,11
39049005100,39049005810,2
39049007041,39049001122,2
39049007721,39049001600,4
39049007922,39049000500,11
39049980000,39049006944,28
39049001700,39049007043,4
39049005300,39049009321,17
39049007820,39097041100,8
39049005620,39049008132,2
39049008900,39049006392,1
39049003700,39049005420,3
39049007424,39049009220,1
39049000600,39049008340,3
39049005700,39041011561,6
39049007043,39049002760,8
39049004620,39049006386,2
39049005700,39097040101,4
39049004500,39049008360,13
39049008163,39049009325,2
39049007047,39049009000,5
39049008110,39049006822,9
39049009361,39049006396,4
39049001700,39049000710,6
39049007205,39049007199,48
39049003800,39049007710,2
39159050601,39049007533,1
39049002200,39049008900,8
39049000310,39049007115,5
39049006924,39049000600,3
39049005100,39049003800,6
39049009590,39049000310,7
39049007205,39049007722,10
39049007830,39049008340,7
39049007710,39049000420,1
39049001400,39049005300,2
39049008312,39097040101,2
39049009520,39049009323,5
39049000420,39049008500,1
39049008822,39049004500,5
39049003200,39049005820,8
39049000420,39049005820,2
39049006386,39049000720,13
39049001400,39049000310,5
39049007931,39049009340,4
39049008400,39097041100,5
39049006924,39049009373,4
39049006100,39049001500,1
39049008241,39049006931,5
39049007812,39049006391,54
39049006944,39049009410,2
39049009000,39049006310,3
39049009900,39049002520,12
39049000820,39049010100,2
39049002520,39049006392,2
39049009495,39049004500,13
39049000500,39049005420,1
39049002000,39049006386,2
39049007048,39049007043,22
39049008500,39049005420,9
39049002600,39049006943,6
39097040500,39041011421,1
39049009420,39049006000,2
39049009752,39049007941,4
39049007511,39049008825,8
39049000110,39049000500,8
39049007043,39049000410,7
39049009372,39049009373,2
39049002300,39049007112,4
39049000320,39049009361,1
39049000820,39049007115,4
39049001400,39049007048,7
39049006822,39049006921,5
39049008812,39049004820,1
39049007424,39049007533,1
39049007041,39049007048,30
39049002730,39049006931,6
39049010000,39049009230,1
39049001901,39049000420,13
39049007550,39041011561,33
39049006372,39049008164,6
39049008822,39049008241,3
39049008380,39049009250,1
39049006931,39049000410,2
39049001820,39049009326,4
39049007394,39049010000,4
39049008825,39049006600,1
39049980000,39049009311,22
39049008312,39049008350,2
39049000420,39049008900,1
39049007048,39049009250,2
39049006943,39049006923,2
39045032701,39049006100,2
39049006372,39049006386,14
39049007922,39049008400,7
39049008311,39049001110,1
39049006391,39049010602,8
39049003700,39049005620,4
39049008710,39049008230,1
39049000310,39049009332,2
39049008132,39049000330,1
39049008241,39049009340,3
39049000310,39049004820,1
39049007830,39049001122,2
39049008360,39049000730,3
39049009250,39049004620,4
39049008210,39049007044,27
39049007427,39097041100,12
39049008322,39049005500,2
39049006931,39049007812,2
39049001901,39049006821,23
39049001820,39049006933,4
39049009334,39049007114,1
39049007199,39049008311,1
39049009350,39049007550,3
39049004200,39049008380,1
39049007113,39049009410,2
39041011520,39049006932,16
39041011520,39041011540,55
39049001122,39049008163,3
39049008322,39049006923,2
39049007550,39049007721,24
39049007041,39049006943,16
39049007424,39049002730,2
39049005200,39049006394,3
39049007941,39049009337,3
39049007199,39049007550,5
39049002300,39049000330,11
39097040102,39041012400,1
39049009495,39049007112,23
39049006395,39049009752,1
39049006384,39049006923,1
39049008340,39049007512,4
39049005820,39049007427,1
39049001901,39049008164,13
39049008811,39049009495,3
39049006321,39049000810,8
39049009220,39049006810,2
39049005100,39049004200,3
39049006386,39049004700,7
39049007205,39049009752,11
39049000120,39097040102,2
39049009340,39049001600,1
39049000600,39049007811,3
39049006384,39049000310,1
39049006372,39049002800,4
39049007424,39049009311,3
39041012400,39049006393,121
39049007043,39049006387,23
39049008311,39049002300,1
39049004200,39049006392,3
39049007922,39049007811,9
39049007721,39049010100,2
39049009520,39049008900,1
39049008322,39049006391,1
39049007043,39049006923,10
39049008163,39049008322,1
39041011520,39049006822,4
39049000420,39045032701,2
39049007113,39049006430,2
39049005200,39049000210,12
39049005300,39041011540,30
39049006931,39049008241,2
39049010700,39049006330,5
39049009495,39049000730,11
39049004500,39049002520,4
39049006945,39049009410,2
39049000220,39049007740,6
39049000600,39097040500,1
39049007047,39049007199,10
39049009337,39049000810,3
39049006386,39049004500,14
39049001600,39049003200,3
39049003600,39049005200,2
39049007730,39049005900,1
39049007424,39049006386,2
39049006921,39049008812,2
39045032701,39049002900,4
39049008822,39049009230,12
39049008311,39049008311,14
39049007043,39049010601,6
39049007041,39049005820,5
39049001200,39049008360,2
39049001600,39049007550,1
39049009381,39049000420,1
39049000500,39049000600,40
39049001121,39049005300,53
39049009361,39049000210,1
39049009361,39049005200,7
39049000220,39049000810,9
39049004620,39129021401,4
39049002600,39049003800,5
39049002760,39049009000,7
39049005610,39049004900,1
39049005700,39049000710,1
39049007120,39049009250,2
39049000600,39049009381,1
39159050601,39049008720,6
39049000500,39049003200,2
39049009250,39049010601,4
39049002800,39049001700,1
39049002200,39049006931,5
39049007931,39049002800,1
39049009334,39049009326,1
39097040400,39049006943,4
39049007048,39049006310,1
39049010700,39049009220,1
39049008311,39049009322,8
39049001500,39049007199,2
39049003700,39049006944,1
39049009323,39049006933,2
39049001122,39045032701,2
39049007112,39049009322,4
39049006310,39049006600,1
39049007043,39049000710,10
39049009323,39049001600,1
39049008400,39049008812,1
39049003800,39049009381,1
39049008822,39049006821,3
39049006386,39041011423,24
39049009350,39049008110,1
39049007730,39049007112,7
39049000720,39049001000,7
39049007424,39049003700,3
39049008822,39049006945,14
39049007941,39049000500,14
39049007820,39049005610,5
39049005700,39097040500,4
39049009361,39049009520,8
39049009381,39049007047,3
39049006722,39049007533,13
39049008210,39049007830,15
39049006384,39049009322,1
39049005700,39049008821,7
39049001902,39049008813,9
39049000120,39049007205,5
39049009250,39049002510,5
39049009350,39049008380,1
39049003200,39049007114,3
39049001700,39049006430,9
39049009590,39049010000,8
39049010100,39049006921,47
39049007114,39049000410,19
39049003800,39049008710,2
39049006950,39049005100,1
39049007710,39049009420,4
39049002520,39097040101,1
39049008380,39049002800,2
39049003200,39049000210,9
39049007427,39049009321,20
39049003600,39049000720,3
39049006330,39097040101,1
39049007205,39049003800,6
39049000420,39049007812,2
39049003700,39049005200,1
39049006943,39049006323,1
39049003700,39049009000,4
39049002200,39049005620,9
39129021401,39049007114,1
39049006923,39049009312,7
39049007820,39049000820,7
39049001901,39049006372,11
39049000220,39049007511,3
39049980000,39049006384,29
39097040400,39049009340,5
39049008812,39049006932,6
39049005300,39049006393,23
39049001200,39049001200,9
39049001121,39049005100,4
39049000600,39049006821,8
39049006945,39049006821,4
39049007205,39049003600,4
39049009900,39049000500,12
39041011423,39049006395,6
39049002520,39049008311,1
39049004200,39049006923,1
39159050601,39049006822,4
39049009220,39049008132,2
39049001122,39049001200,10
39049008350,39049006921,2
39049006945,39049007740,1
39049007922,39049000730,10
39049010100,39049008811,9
39041012400,39049006384,143
39049010300,39049008813,9
39049007113,39049006923,7
39049001121,39049008812,37
39097040400,39049000710,1
39049006372,39049007721,2
39049006386,39049008321,8
39049003200,39049001500,1
39049007922,39049008720,9
39049010300,39049000730,1
39049009520,39049010602,3
39049009361,39049008813,3
39049008210,39049006310,5
39049002730,39049004810,4
39049005100,39049006395,4
39049002300,39049006000,7
39049002780,39049007812,2
39049002200,39049000210,12
39049010100,39049006351,45
39049008110,39049006600,9
39049007520,39049007113,1
39049008210,39049010300,12
39049009420,39049006330,2
39049006600,39049009590,3
39049005410,39049002510,1
39049000720,39049002200,2
39049008312,39049000220,1
39049006353,39049000810,1
39049007424,39049009410,1
39097040400,39049000410,1
39049006351,39049007394,1
39049008812,39049010100,4
39049010602,39049003800,2
39049001110,39049004200,4
39129021401,39049008825,1
39049008330,39049009420,5
39049002520,39049006372,2
39049008822,39049007199,5
39049001700,39049007114,9
39041011423,39049009372,1
39049000320,39049009312,1
39049002510,39049007811,3
39049005810,39049000330,1
39049007820,39049007710,4
39049007941,39049001500,1
39049009373,39049006822,1
39097040101,39097040102,22
39049005820,39049007820,1
39049007047,39049008900,5
39049000600,39049006921,2
39049008822,39049007730,4
39049980000,39049004820,10
39049007205,39049009220,8
39049001400,39041011561,1
39049009900,39049004500,20
39049006931,39049009340,3
39049002730,39049000420,1
39041012400,39049007922,68
39049009900,39045033000,5
39049002200,39049006921,1
39049010100,39049007115,107
39049009361,39049004900,10
39049009495,39049005620,13
39049006372,39049001902,8
39049003800,39049007044,2
39049980000,39049000210,16
39049006600,39041011540,4
39049007812,39049009321,10
39049006353,39049007112,5
39041011540,39049006394,1
39041011421,39049008900,4
39049008400,39049007534,9
39049009900,39049002600,21
39049006372,39049007820,3
39049005300,39049002200,25
39049006391,39049007041,6
39049007730,39049006395,1
39049001400,39049007830,4
39097040500,39049009332,1
39049006500,39049010000,3
39049007931,39049004200,1
39049008321,39049006950,1
39049000110,39049007931,2
39049007048,39049006932,20
39049000420,39049008813,2
39049004810,39049000820,1
39049001500,39049008360,5
39159050601,39049006821,13
39049009340,39049009334,5
39049009337,39049006100,3
39049006430,39049001902,19
39049007041,39049006387,9
39049005700,39049000310,9
39049006932,39041011561,1
39049000110,39049007532,1
39049006931,39049008110,5
39049008710,39049006387,3
39049000410,39049000810,3
39049000820,39049000820,9
39049001122,39049000910,6
39049006323,39049006923,2
39049003800,39049008825,3
39049004620,39049007550,3
39049009520,39049002710,5
39049006394,39049009361,2
39049007941,39049008812,8
39049008720,39049008132,3
39049007205,39049001122,1
39049009495,39049009332,26
39041011561,39049009340,4
39049000320,39049007427,1
39049006352,39049001810,1
39049006950,39049006950,16
39049010000,39049001902,1
39049006600,39049002600,3
39049002760,39049009334,4
39049009250,39049007115,5
39049009381,39049008900,13
39049002730,39049001700,2
39049007113,39049006395,3
39041011520,39049005200,2
39049006931,39097040101,1
39049008813,39049010300,1
39049007047,39049006351,4
39049001121,39049006323,244
39049008210,39049010700,4
39049006384,39049005100,3
39049008120,39049002760,1
39097040500,39049001700,1
39049007041,39049009321,2
39041011561,39049006924,13
39049006000,39049007047,1
39049006931,39049009361,11
39049009250,39049004820,4
39049007820,39049008163,6
39045033000,39049006921,2
39049000330,39049007047,1
39049003600,39049010100,2
39049005500,39049006931,2
39049007830,39049006323,1
39049001122,39049010602,19
39045032701,39049007114,6
39049007740,39049006100,2
39049006822,39041012400,1
39049007922,39097040400,21
39049009350,39049008812,2
39049007550,39045033000,24
39049980000,39049003200,18
39049006921,39049007931,10
39049004500,39049005820,3
39049007044,39049006391,3
39049005820,39049008241,3
39049006944,39049009325,6
39049007931,39049001400,1
39049005610,39049007830,3
39049006933,39049000410,2
39049007721,39049007531,16
39049001700,39041011520,3
39049006395,39049008311,2
39049001820,39049005700,2
39097040500,39049008380,6
39049009900,39049009420,29
39049007730,39049001902,1
39049008120,39049000220,1
39049006396,39049002710,1
39049009337,39049009332,6
39049007394,39049007047,1
39049009590,39049006394,3
39049005300,39049006352,20
39049007048,39049007115,8
39049009000,39049009340,2
39045033000,39049009230,3
39049008120,39049006310,4
39049008822,39049000910,5
39049003600,39049009220,2
39049010000,39049005820,1
39049009495,39097041100,9
39049000500,39049007941,2
39049009420,39049002520,4
39049001902,39049007512,2
39049007710,39049001902,1
39049008821,39049000500,4
39049006500,39049007120,3
39049009230,39049009312,1
39049008132,39049007710,3
39049007113,39049006500,2
39049010100,39049008720,15
39049010000,39049006932,8
39097040400,39049001810,4
39049006945,39049000420,2
39045033000,39049009520,5
39049007047,39049006353,2
39049009390,39049007730,1
39049006950,39049006323,1
39049009390,39049008360,2
39041011520,39049007424,24
39049004810,39049006924,1
39045032701,39049009326,1
39049006821,39049008110,3
39049007041,39049006372,16
39049001500,39049009332,4
39049006430,39049009325,6
39049007550,39097040400,4
39049009752,39049008812,4
39049005620,39049008900,1
39049008821,39049000720,4
39049005300,39049004200,3
39049004620,39049004500,6
39049009325,39045033000,8
39049009420,39049008322,2
39049008811,39049009220,2
39049003600,39049009312,4
39049009230,39041011561,4
39049008340,39049004610,11
39049009337,39049005700,4
39049007120,39049006391,1
39049000110,39049010700,5
39049006353,39049006395,31
39049008210,39049000220,4
39049008821,39049000920,1
39049000310,39049006822,2
39049006822,39049006600,2
39049001110,39049007812,4
39049008812,39049007115,1
39049007120,39049009410,2
39049008312,39049004610,2
39049006722,39049007043,59
39049007550,39049009000,17
39049008720,39049008720,25
39049005100,39049009350,3
39049006943,39097040400,1
39041011561,39041011423,30
39049007931,39049009350,1
39049005610,39049008132,2
39049007112,39049006821,6
39049007424,39049000320,3
39049001600,39049006396,2
39049007931,39049008321,3
39049001121,39049007722,38
39049008242,39049006000,3
39049007941,39049004700,22
39049008400,39049009373,11
39049009381,39049004820,2
39049009321,39049000110,1
39049010700,39049005820,1
39041011561,39045032701,2
39049007114,39049000500,20
39049005620,39049009337,4
39097040400,39049007710,11
39049002300,39049007511,5
39049001121,39049006387,135
39049005900,39049009334,1
39049006943,39049007114,1
39049008380,39049008340,14
39049006932,39049007043,2
39049009410,39049010300,2
39049001902,39049001000,20
39049009220,39049008321,1
39049008822,39049008311,9
39049008900,39049006821,1
39049008900,39049006950,1
39049007114,39049002510,10
39049007931,39049002710,2
39049003200,39049006395,6
39049009361,39097040500,5
39049009752,39049009340,1
39049007511,39049001500,1
39049006430,39049002780,1
39049006923,39049006932,48
39049000320,39049003700,1
39049005810,39049000410,4
39041011561,39049007120,6
39049006921,39049006943,18
39049008400,39049006822,6
39049009311,39049009250,3
39049008340,39049008311,14
39049006372,39049001000,2
39049006351,39049006394,4
39049007120,39049000310,4
39049005420,39049003700,1
39049000120,39049006330,18
39049006351,39049000600,3
39049007812,39097040500,27
39049006000,39049008163,3
39049008822,39049004900,18
39049007427,39049009373,11
39049006600,39049006395,2
39045032701,39049006351,2
39049007820,39049009322,5
39049008120,39049007041,3
39049007427,39049007427,107
39049007424,39049000710,5
39049007199,39049009340,3
39049000310,39097041100,4
39049006384,39049007811,2
39049000720,39049007531,2
39049006386,39097040400,7
39049009390,39049007550,1
39049000500,39049010300,1
39049001902,39049005300,6
39049008340,39049008350,18
39049009361,39049001400,2
39049008822,39049008500,2
39049000910,39049006323,1
39049007931,39049003700,1
39049009495,39049009322,25
39049008720,39049009220,3
39049006945,39049008164,1
39049010000,39049008230,1
39049006923,39049009361,7
39049007394,39049000910,4
39049000120,39049008163,3
39049000720,39049001901,1
39049007710,39049008242,1
39049007047,39049008322,1
39049006931,39049000110,7
39049006391,39049007115,2
39049005200,39049004500,6
39041011520,39159050601,18
39049007114,39049008825,18
39049001500,39049008322,1
39041011421,39049006923,3
39049001810,39049001200,3
39049001901,39049009326,3
39049002520,39049009332,6
39049006391,39049009322,1
39049008730,39049009337,10
39049000730,39049003600,1
39049008812,39049006396,1
39049006323,39049007044,3
39049005410,39049003700,2
39049000500,39049003800,1
39049000600,39049000730,6
39049006722,39049007721,16
39049000710,39049009420,1
39049009373,39049010700,1
39049008132,39049000500,5
39049007427,39049007199,23
39049005300,39049000310,20
39049008380,39049008242,1
39049008500,39049006310,38
39049006600,39049008330,2
39049008380,39049008360,11
39049006387,39049000410,1
39049009381,39049006943,2
39049006386,39049010700,7
39049004200,39049009373,1
39049007047,39049010602,7
39049005610,39049009361,5
39049006384,39049001200,1
39049006821,39049006931,11
39049000120,39049006386,7
39049007511,39049003700,5
39097041100,39049006321,1
39049003700,39049007120,2
39049001700,39049006810,4
39041011520,39097041100,3
39049000810,39049004810,1
39049006386,39049004620,2
39049003700,39049008311,2
39049006924,39049006391,1
39049007512,39049007512,4
39049007113,39049008210,1
39049009323,39049007811,1
39049007820,39049009410,2
39049008822,39049007710,8
39049002000,39049008241,1
39049009390,39049007394,1
39049980000,39049010300,15
39049005620,39049009752,1
39049008900,39049006500,2
39049007205,39049007520,3
39049009325,39049007941,3
39049002760,39049008120,3
39049003700,39049008821,3
39049007114,39049007511,6
39049006391,39049002780,3
39041011421,39049008500,19
39049008330,39049008242,1
39049008210,39049000110,5
39049007941,39049002900,2
39049005200,39049009321,3
39049000820,39049006372,1
39049008330,39049004900,11
39041012400,39049007512,33
39049007427,39049005200,5
39049006396,39049007113,8
39049001901,39049003700,17
39049007394,39049006933,4
39049007721,39049000720,4
39049002760,39049008730,1
39049006353,39049002200,3
39049003600,39129021401,2
39049009322,39049008340,1
39049008210,39049008710,26
39041011561,39049006387,7
39049006921,39049004620,3
39045033000,39049008242,6
39049009322,39049009337,1
39049008812,39049009520,25
39049009220,39049008350,3
39049006384,39049005700,2
39049009420,39049004900,2
39049006392,39049006384,6
39049006386,39097040101,3
39049007721,39049004820,2
39049000220,39049009350,1
39049005420,39049004900,1
39049006923,39049000220,2
39041011520,39049007531,6
39049008120,39049009372,1
39049005810,39049007710,5
39049007205,39049008400,2
39049002780,39049003700,10
39049006430,39049001200,16
39049006394,39049009520,3
39049006395,39049009410,2
39049000810,39049000810,2
39049007114,39049008812,4
39049009220,39049007722,2
39049010700,39049006384,3
39049009312,39049000730,1
39049002800,39049008360,2
39049980000,39049000920,9
39049008242,39041011421,1
39049007922,39049004810,12
39049002000,39049007931,3
39049009520,39049010700,1
39049006950,39041012400,1
39049010601,39049005820,1
39049009361,39049008720,1
39049006430,39049008230,3
39159050601,39049001000,2
39049007205,39049008321,3
39049003700,39049002710,5
39049009520,39049004500,6
39049007044,39049007047,5
39049010601,39049007922,1
39159050601,39049007512,1
39049002000,39049002800,1
39049001820,39049007043,6
39049010300,39049000720,4
39045033000,39049010100,2
39049008110,39049000710,3
39041012400,39049007531,37
39049006395,39049009337,4
39049007710,39049006310,2
39049009311,39049007721,1
39049006722,39049001600,12
39045032701,39049007043,1
39049005610,39049006810,2
39049002200,39049002730,5
39049002510,39049008311,3
39049001200,39049009311,5
39049008110,39049005300,1
39049000920,39049006924,4
39049008120,39049007830,3
39049008500,39049009220,3
39041011760,39049003200,1
39049007922,39045032701,4
39049007941,39049005700,6
39049008210,39049008400,10
39049008380,39049005200,5
39049000120,39049006945,13
39049006933,39049008322,3
39049001500,39049007047,1
39049002510,39049009495,5
39049002510,39045032701,6
39049006353,39049001000,10
39049001122,39049007550,2
39049000720,39049008242,1
39049001121,39041012400,154
39041011520,39049008822,2
39049007394,39049006822,3
39049000110,39049006396,1
39049005700,39049008322,9
39049006323,39049000220,2
39049005200,39049008164,5
39049000220,39049006393,4
39049006944,39049009230,3
39049007534,39041011520,1
39049010602,39049010601,5
39049006372,39049002760,1
39049009311,39045033000,3
39049007941,39049006600,13
39049009420,39049009373,5
39049008812,39049006600,1
39049002770,39049009340,2
39049001600,39049001810,6
39049008500,39049006924,9
39049006330,39049006396,4
39049006921,39049002300,2
39049009220,39049005900,2
39049008400,39049006321,16
39049006387,39049006950,5
39049008400,39049010700,8
39049001901,39049007041,6
39041011423,39049007112,5
39049006372,39049001820,6
39049008340,39049009420,28
39041011520,39049010601,10
39049006330,39049007820,3
39049006500,39049006396,1
39049006430,39049006950,4
39049001901,39049008110,12
39049005100,39049006321,1
39049008110,39049007533,1
39049007941,39049008210,12
39049009337,39049001700,1
39049009340,39049006932,7
39049009900,39049009590,15
39049009381,39049005820,2
39049010601,39049000410,2
39049000710,39159050601,1
39049000210,39049008322,2
39049007931,39049001600,3
39049009900,39049010602,15
39049001902,39049006396,12
39041011421,39049001000,11
39049009752,39049007722,1
39049008330,39049010601,1
39049008730,39049008163,10
39049009752,39049007812,1
39049001600,39049009372,1
39049001121,39049008164,46
39049000420,39049008210,1
39049007830,39049010602,6
39049000120,39049007812,5
39049008500,39049006392,25
39049002760,39049008340,2
39049003600,39049008400,10
39049003600,39049009361,6
39049000910,39049005900,1
39045033000,39049008321,3
39049006924,39049009337,7
39049004900,39049008210,4
39049006822,39049006931,1
39041012400,39049008164,29
39049007721,39049004700,4
39049009495,39097040400,9
39049006924,39049007531,14
39049008822,39049000120,3
39049007044,39049009900,4
39049007041,39049003600,2
39049006500,39049007113,2
39049008811,39049005700,1
39049006372,39049007722,5
39049008230,39049008400,1
39049006921,39049007922,3
39049010601,39049006330,1
39049007205,39049005300,6
39041011520,39049006933,15
39049009250,39049002520,3
39049007532,39049006600,1
39049009520,39049007205,6
39049000720,39049001820,6
39049006943,39049001902,1
39049005700,39049001600,1
39159050601,39049010100,2
39049008720,39049005410,1
39049007044,39049006722,2
39049009334,39049009410,1
39049008900,39049000220,1
39049009420,39049009325,2
39049008330,39049009334,1
39049001820,39049007199,18
39049008400,39049008350,15
39049008720,39049003700,2
39049008340,39049008210,3
39049009230,39049007205,1
39041011423,39049006321,3
39049000120,39049008230,4
39049007114,39049006410,10
39049007922,39049005820,4
39049008330,39049008825,2
39049003600,39049006391,5
39049007922,39049007721,9
39049008322,39049008825,1
39049002510,39049005900,5
39049009520,39049008110,7
39049007931,39049000810,1
39049006722,39049007120,39
39049008400,39049009410,2
39049006933,39049007113,10
39049001902,39049004700,2
39049009250,39049008210,2
39041011520,39049001110,3
39049001121,39049007112,133
39049003600,39049009323,2
39049006430,39049006321,50
39049007533,39049007533,1
39049000500,39049006394,2
39041012400,39049003600,27
39049009590,39049004620,11
39049009495,39049001902,15
39049006950,39049008210,1
39049007722,39041011760,1
39049004900,39049000120,2
39049000310,39049006944,3
39049008163,39097040500,1
39049005610,39049005410,5
39049980000,39049009332,31
39049008132,39049009361,1
39049000310,39049006391,1
39049000720,39049006932,3
39049009325,39041011423,7
39045032701,39049007534,1
39049000120,39049007120,7
39049008230,39049005420,1
39049002300,39049007721,8
39049002510,39049006392,1
39049005900,39049008241,1
39049007511,39049004700,1
39049009381,39049009752,2
39049002600,39049002730,5
39049006600,39049007740,1
39049010300,39049000920,4
39049004200,39049005200,3
39049008230,39049001000,1
39049007721,39097040101,1
39049004500,39049008812,5
39049000220,39049006396,3
39049006430,39097040102,7
39049007941,39049008312,17
39049001110,39049004500,6
39049001902,39049000320,6
39049009381,39049006353,1
39049001121,39049007532,35
39049010100,39049007550,50
39049006351,39049000330,3
39049009337,39049009250,3
39049008242,39049008311,12
39049000820,39049000720,2
39049007721,39049008242,4
39049009420,39049006323,2
39049006372,39049006822,2
39049007812,39049005610,8
39049009900,39049007534,29
39049006722,39049002780,4
39049006387,39049007922,2
39049006351,39049006396,7
39049001122,39049008380,5
39049000120,39049007115,8
39049006321,39049000500,9
39049002520,39049002770,4
39049002730,39049006932,2
39049010100,39049002600,43
39049009361,39049009311,8
39049007941,39049002200,12
39049007043,39049007812,17
39049006387,39159050601,1
39049006395,39049000330,1
39049000820,39049007112,1
39049007531,39049008730,2
39049007820,39049008350,4
39049006394,39049007044,3
39049009590,39049007112,24
39049000920,39049001820,1
39049006351,39049006944,4
39049004500,39049004500,32
39049007830,39049007533,1
39049005820,39049006396,2
39041011421,39049005500,1
39049000720,39041011423,1
39049002730,39049003800,3
39049004820,39049006395,1
39049008340,39049000720,4
39049007044,39049007044,17
39049009250,39049000330,1
39049008400,39049009390,12
39049007721,39049007931,6
39049007811,39049001901,1
39049006384,39041011760,1
39049000910,39041011423,1
39049007199,39049009326,1
39049006391,39049002760,2
39049009250,39049008330,3
39049006821,39049004620,4
39049001200,39049007044,5
39041012400,39049007394,53
39049008210,39049002900,12
39049002730,39049007550,3
39049002510,39049009590,6
39049007931,39049006000,2
39049009752,39049005810,1
39049002600,39049008822,10
39049007531,39049007721,10
39049006943,39049009410,1
39049007531,39049007394,2
39049007043,39049009250,5
39049001110,39049007424,3
39045032701,39049006931,4
39049005620,39049007534,1
39049000310,39049006933,1
39049008340,39049000310,7
39049006722,39049009250,12
39049007820,39049002300,3
39049002780,39049008330,2
39049980000,39049008821,6
39049000110,39049010300,1
39049009900,39049002200,11
39049000220,39049009520,2
39049002710,39049005810,1
39049006924,39049002300,8
39049000600,39049002520,2
39049006000,39049009321,2
39049009495,39049008120,24
39049004900,39049000910,4
39049008132,39049000710,1
39049002780,39049008110,3
39049006323,39049006386,1
39049001121,39049009381,50
39049006945,39049009590,1
39049005300,39049000420,27
39049006722,39049008210,5
39049005610,39049006931,4
39049007043,39049008164,14
39049003200,39049007531,5
39049008380,39049007710,3
39049007424,39049006310,1
39049001700,39049007112,2
39049007931,39049008230,2
39049003600,39041011561,2
39049006321,39049008813,4
39041011520,39049001600,6
39049009350,39049000810,2
39049005620,39049007512,1
39049007424,39049006945,9
39049000320,39049000420,2
39049002300,39049002510,6
39049007534,39049007534,10
39049009381,39049009250,3
39049000720,39049008900,3
39049006821,39049006384,1
39049000600,39049009900,2
39049001500,39049006352,1
39049009250,39049007427,6
39049009325,39049007112,12
39049006396,39049004610,1
39049008500,39097040400,4
39049001700,39049008322,3
39049005100,39041011561,1
39049008822,39049006924,4
39049006321,39049002900,3
39049006386,39049007043,46
39049001110,39049000600,7
39049004810,39049001500,1
39049007114,39041011520,19
39049002520,39049009334,5
39049006351,39049007721,6
39049006924,39049007931,2
39049008242,39049003800,1
39049008822,39049000420,3
39049004500,39049005300,3
39049009361,39049009337,14
39049008241,39049008400,7
39049005100,39049009323,5
39049008822,39049001901,7
39159050601,39049007710,7
39049007534,39049009381,4
39049009250,39049005500,10
39049006500,39049005420,1
39049008210,39049008241,28
39049001902,39049010000,9
39049006352,39041011423,2
39049007922,39041011421,20
39049007830,39049009337,2
39049009000,39049006931,3
39049008812,39049008322,9
39049008350,39049001901,1
39049009250,39049001500,2
